name1,name2,negative_pairs
Benazir_Bhutto,Donald_Rumsfeld,"['Benazir_Bhutto_0005.jpg', 'Donald_Rumsfeld_0055.jpg']"
Hosni_Mubarak,Colin_Powell,"['Hosni_Mubarak_0002.jpg', 'Colin_Powell_0051.jpg']"
Christine_Todd_Whitman,George_W_Bush,"['Christine_Todd_Whitman_0002.jpg', 'George_W_Bush_0351.jpg']"
Claudia_Schiffer,Rebecca_Romijn-Stamos,"['Claudia_Schiffer_0003.jpg', 'Rebecca_Romijn-Stamos_0003.jpg']"
Gloria_Macapagal_Arroyo,John_Paul_II,"['Gloria_Macapagal_Arroyo_0043.jpg', 'John_Paul_II_0001.jpg']"
Colin_Powell,George_W_Bush,"['Colin_Powell_0037.jpg', 'George_W_Bush_0222.jpg']"
Derek_Lowe,Carlos_Moya,"['Derek_Lowe_0001.jpg', 'Carlos_Moya_0014.jpg']"
Ben_Glisan,Amanda_Bynes,"['Ben_Glisan_0002.jpg', 'Amanda_Bynes_0004.jpg']"
Howard_Schultz,Gian_Marco,"['Howard_Schultz_0001.jpg', 'Gian_Marco_0001.jpg']"
JK_Rowling,Kim_Clijsters,"['JK_Rowling_0006.jpg', 'Kim_Clijsters_0007.jpg']"
Alejandro_Toledo,Mike_Scioscia,"['Alejandro_Toledo_0014.jpg', 'Mike_Scioscia_0001.jpg']"
Laura_Bush,Barbra_Streisand,"['Laura_Bush_0035.jpg', 'Barbra_Streisand_0002.jpg']"
Bill_Simon,Pedro_Solbes,"['Bill_Simon_0012.jpg', 'Pedro_Solbes_0002.jpg']"
Halle_Berry,Jean-David_Levitte,"['Halle_Berry_0009.jpg', 'Jean-David_Levitte_0002.jpg']"
George_W_Bush,Atal_Bihari_Vajpayee,"['George_W_Bush_0464.jpg', 'Atal_Bihari_Vajpayee_0015.jpg']"
George_W_Bush,Jacques_Chirac,"['George_W_Bush_0306.jpg', 'Jacques_Chirac_0046.jpg']"
George_W_Bush,John_Edwards,"['George_W_Bush_0185.jpg', 'John_Edwards_0005.jpg']"
Eunice_Barber,George_W_Bush,"['Eunice_Barber_0002.jpg', 'George_W_Bush_0521.jpg']"
Elizabeth_Smart,Kiki_Vandeweghe,"['Elizabeth_Smart_0001.jpg', 'Kiki_Vandeweghe_0002.jpg']"
Tommy_Haas,Kim_Dae-jung,"['Tommy_Haas_0005.jpg', 'Kim_Dae-jung_0006.jpg']"
Gordon_Campbell,John_Negroponte,"['Gordon_Campbell_0001.jpg', 'John_Negroponte_0015.jpg']"
Emma_Watson,Don_Siegelman,"['Emma_Watson_0002.jpg', 'Don_Siegelman_0003.jpg']"
Emma_Watson,Patti_Labelle,"['Emma_Watson_0005.jpg', 'Patti_Labelle_0001.jpg']"
Milo_Djukanovic,Jennifer_Lopez,"['Milo_Djukanovic_0003.jpg', 'Jennifer_Lopez_0006.jpg']"
Fernando_Henrique_Cardoso,Joschka_Fischer,"['Fernando_Henrique_Cardoso_0002.jpg', 'Joschka_Fischer_0017.jpg']"
Heidi_Klum,Steve_Mariucci,"['Heidi_Klum_0001.jpg', 'Steve_Mariucci_0003.jpg']"
Tiger_Woods,Yoriko_Kawaguchi,"['Tiger_Woods_0016.jpg', 'Yoriko_Kawaguchi_0011.jpg']"
Lino_Oviedo,Tony_Blair,"['Lino_Oviedo_0003.jpg', 'Tony_Blair_0139.jpg']"
Ana_Palacio,Chuck_Yeager,"['Ana_Palacio_0004.jpg', 'Chuck_Yeager_0001.jpg']"
Prince_Claus,Elin_Nordegren,"['Prince_Claus_0002.jpg', 'Elin_Nordegren_0001.jpg']"
Elsa_Zylberstein,Kamal_Kharrazi,"['Elsa_Zylberstein_0003.jpg', 'Kamal_Kharrazi_0004.jpg']"
Dino_de_Laurentis,Abdoulaye_Wade,"['Dino_de_Laurentis_0002.jpg', 'Abdoulaye_Wade_0003.jpg']"
Kelli_White,Serena_Williams,"['Kelli_White_0001.jpg', 'Serena_Williams_0021.jpg']"
Jean_Chretien,Ana_Palacio,"['Jean_Chretien_0007.jpg', 'Ana_Palacio_0007.jpg']"
Sean_Penn,George_W_Bush,"['Sean_Penn_0002.jpg', 'George_W_Bush_0082.jpg']"
Choi_Sung-hong,Gray_Davis,"['Choi_Sung-hong_0005.jpg', 'Gray_Davis_0021.jpg']"
Igor_Ivanov,Hans_Blix,"['Igor_Ivanov_0020.jpg', 'Hans_Blix_0023.jpg']"
Jack_Straw,George_W_Bush,"['Jack_Straw_0006.jpg', 'George_W_Bush_0515.jpg']"
Alice_Fisher,Charles_Taylor,"['Alice_Fisher_0002.jpg', 'Charles_Taylor_0002.jpg']"
Colin_Montgomerie,Binyamin_Ben-Eliezer,"['Colin_Montgomerie_0004.jpg', 'Binyamin_Ben-Eliezer_0003.jpg']"
Hu_Jintao,Ana_Guevara,"['Hu_Jintao_0003.jpg', 'Ana_Guevara_0006.jpg']"
Justin_Guarini,Tony_Blair,"['Justin_Guarini_0001.jpg', 'Tony_Blair_0113.jpg']"
Priscilla_Owen,Hugo_Chavez,"['Priscilla_Owen_0001.jpg', 'Hugo_Chavez_0028.jpg']"
Hideki_Matsui,Gerhard_Schroeder,"['Hideki_Matsui_0001.jpg', 'Gerhard_Schroeder_0081.jpg']"
Elizabeth_Hurley,Nicole_Kidman,"['Elizabeth_Hurley_0005.jpg', 'Nicole_Kidman_0005.jpg']"
Gerhard_Schroeder,Paul_Sarbanes,"['Gerhard_Schroeder_0063.jpg', 'Paul_Sarbanes_0002.jpg']"
George_W_Bush,Keanu_Reeves,"['George_W_Bush_0152.jpg', 'Keanu_Reeves_0004.jpg']"
John_Snow,Dick_Vermeil,"['John_Snow_0017.jpg', 'Dick_Vermeil_0002.jpg']"
Habib_Rizieq,Pete_Sampras,"['Habib_Rizieq_0003.jpg', 'Pete_Sampras_0011.jpg']"
Sepp_Blatter,Ariel_Sharon,"['Sepp_Blatter_0004.jpg', 'Ariel_Sharon_0050.jpg']"
Jacques_Chirac,Justin_Timberlake,"['Jacques_Chirac_0047.jpg', 'Justin_Timberlake_0008.jpg']"
Jacques_Chirac,George_W_Bush,"['Jacques_Chirac_0049.jpg', 'George_W_Bush_0124.jpg']"
Gerhard_Schroeder,Jose_Maria_Aznar,"['Gerhard_Schroeder_0045.jpg', 'Jose_Maria_Aznar_0023.jpg']"
Anna_Kournikova,Ferenc_Madl,"['Anna_Kournikova_0007.jpg', 'Ferenc_Madl_0001.jpg']"
Arnoldo_Aleman,Tang_Jiaxuan,"['Arnoldo_Aleman_0005.jpg', 'Tang_Jiaxuan_0007.jpg']"
Lisa_Marie_Presley,Dick_Clark,"['Lisa_Marie_Presley_0001.jpg', 'Dick_Clark_0001.jpg']"
John_Walsh,Gerhard_Schroeder,"['John_Walsh_0002.jpg', 'Gerhard_Schroeder_0076.jpg']"
Heizo_Takenaka,Michael_Chang,"['Heizo_Takenaka_0004.jpg', 'Michael_Chang_0003.jpg']"
Woody_Allen,Lleyton_Hewitt,"['Woody_Allen_0001.jpg', 'Lleyton_Hewitt_0022.jpg']"
Colin_Powell,Jeb_Bush,"['Colin_Powell_0059.jpg', 'Jeb_Bush_0010.jpg']"
Joseph_Biden,Trent_Lott,"['Joseph_Biden_0003.jpg', 'Trent_Lott_0001.jpg']"
Colin_Powell,Hugh_Grant,"['Colin_Powell_0110.jpg', 'Hugh_Grant_0008.jpg']"
Claudia_Pechstein,Naomi_Watts,"['Claudia_Pechstein_0001.jpg', 'Naomi_Watts_0019.jpg']"
Gray_Davis,Arnold_Schwarzenegger,"['Gray_Davis_0024.jpg', 'Arnold_Schwarzenegger_0010.jpg']"
George_W_Bush,Michael_Schumacher,"['George_W_Bush_0144.jpg', 'Michael_Schumacher_0008.jpg']"
Junichiro_Koizumi,Chick_Hearn,"['Junichiro_Koizumi_0012.jpg', 'Chick_Hearn_0003.jpg']"
George_W_Bush,Condoleezza_Rice,"['George_W_Bush_0095.jpg', 'Condoleezza_Rice_0009.jpg']"
Gunter_Pleuger,Ari_Fleischer,"['Gunter_Pleuger_0004.jpg', 'Ari_Fleischer_0003.jpg']"
John_Paul_II,Jane_Fonda,"['John_Paul_II_0006.jpg', 'Jane_Fonda_0002.jpg']"
Alejandro_Toledo,Tom_Hanks,"['Alejandro_Toledo_0036.jpg', 'Tom_Hanks_0005.jpg']"
John_Stallworth,Bill_Clinton,"['John_Stallworth_0001.jpg', 'Bill_Clinton_0005.jpg']"
Renee_Zellweger,Halle_Berry,"['Renee_Zellweger_0003.jpg', 'Halle_Berry_0002.jpg']"
Fayssal_Mekdad,John_Kerry,"['Fayssal_Mekdad_0001.jpg', 'John_Kerry_0008.jpg']"
Pete_Sampras,Junichiro_Koizumi,"['Pete_Sampras_0017.jpg', 'Junichiro_Koizumi_0002.jpg']"
Gerhard_Schroeder,Edward_Lu,"['Gerhard_Schroeder_0035.jpg', 'Edward_Lu_0001.jpg']"
Javier_Weber,George_W_Bush,"['Javier_Weber_0001.jpg', 'George_W_Bush_0067.jpg']"
George_HW_Bush,George_W_Bush,"['George_HW_Bush_0005.jpg', 'George_W_Bush_0387.jpg']"
George_W_Bush,Angelina_Jolie,"['George_W_Bush_0372.jpg', 'Angelina_Jolie_0014.jpg']"
Gwyneth_Paltrow,Yashwant_Sinha,"['Gwyneth_Paltrow_0004.jpg', 'Yashwant_Sinha_0002.jpg']"
Roy_Jones_Jr,George_W_Bush,"['Roy_Jones_Jr_0001.jpg', 'George_W_Bush_0049.jpg']"
George_W_Bush,Rachel_Hunter,"['George_W_Bush_0133.jpg', 'Rachel_Hunter_0002.jpg']"
Mark_Philippoussis,Francis_George,"['Mark_Philippoussis_0011.jpg', 'Francis_George_0002.jpg']"
Kim_Clijsters,Cesar_Gaviria,"['Kim_Clijsters_0010.jpg', 'Cesar_Gaviria_0004.jpg']"
Hipolito_Mejia,Jennifer_Lopez,"['Hipolito_Mejia_0002.jpg', 'Jennifer_Lopez_0004.jpg']"
Luiz_Inacio_Lula_da_Silva,David_Heyman,"['Luiz_Inacio_Lula_da_Silva_0032.jpg', 'David_Heyman_0001.jpg']"
Colin_Powell,Toni_Braxton,"['Colin_Powell_0167.jpg', 'Toni_Braxton_0003.jpg']"
George_W_Bush,Jennifer_Keller,"['George_W_Bush_0123.jpg', 'Jennifer_Keller_0003.jpg']"
Gordon_Brown,George_Voinovich,"['Gordon_Brown_0006.jpg', 'George_Voinovich_0003.jpg']"
Colin_Powell,George_W_Bush,"['Colin_Powell_0117.jpg', 'George_W_Bush_0004.jpg']"
Jacques_Chirac,Theodore_Tweed_Roosevelt,"['Jacques_Chirac_0042.jpg', 'Theodore_Tweed_Roosevelt_0002.jpg']"
Mike_Price,George_Foreman,"['Mike_Price_0002.jpg', 'George_Foreman_0001.jpg']"
Taufik_Hidayat,Kim_Clijsters,"['Taufik_Hidayat_0002.jpg', 'Kim_Clijsters_0007.jpg']"
Doug_Melvin,Binyamin_Ben-Eliezer,"['Doug_Melvin_0002.jpg', 'Binyamin_Ben-Eliezer_0003.jpg']"
Kiki_Vandeweghe,Colin_Powell,"['Kiki_Vandeweghe_0001.jpg', 'Colin_Powell_0148.jpg']"
Colin_Powell,Chuck_Yeager,"['Colin_Powell_0068.jpg', 'Chuck_Yeager_0002.jpg']"
Carrie-Anne_Moss,Colin_Powell,"['Carrie-Anne_Moss_0001.jpg', 'Colin_Powell_0095.jpg']"
Tom_Ridge,Michael_Powell,"['Tom_Ridge_0010.jpg', 'Michael_Powell_0003.jpg']"
Michael_Patrick_King,Ariel_Sharon,"['Michael_Patrick_King_0002.jpg', 'Ariel_Sharon_0049.jpg']"
Carlos_Moya,Abel_Pacheco,"['Carlos_Moya_0017.jpg', 'Abel_Pacheco_0001.jpg']"
Salman_Rushdie,Elizabeth_Smart,"['Salman_Rushdie_0002.jpg', 'Elizabeth_Smart_0001.jpg']"
Jay_Garner,George_W_Bush,"['Jay_Garner_0006.jpg', 'George_W_Bush_0082.jpg']"
Tyler_Hamilton,George_W_Bush,"['Tyler_Hamilton_0001.jpg', 'George_W_Bush_0324.jpg']"
Arnold_Schwarzenegger,Tang_Jiaxuan,"['Arnold_Schwarzenegger_0021.jpg', 'Tang_Jiaxuan_0005.jpg']"
Jennifer_Aniston,John_McCain,"['Jennifer_Aniston_0005.jpg', 'John_McCain_0004.jpg']"
Dominique_de_Villepin,Patti_Labelle,"['Dominique_de_Villepin_0013.jpg', 'Patti_Labelle_0001.jpg']"
Abdullatif_Sener,Tony_Blair,"['Abdullatif_Sener_0001.jpg', 'Tony_Blair_0005.jpg']"
Anders_Ebbeson,Ai_Sugiyama,"['Anders_Ebbeson_0003.jpg', 'Ai_Sugiyama_0004.jpg']"
Jorge_Rodolfo_Canicoba_Corral,Prince_William,"['Jorge_Rodolfo_Canicoba_Corral_0001.jpg', 'Prince_William_0001.jpg']"
Amanda_Bynes,Alejandro_Toledo,"['Amanda_Bynes_0004.jpg', 'Alejandro_Toledo_0013.jpg']"
George_W_Bush,Albert_Costa,"['George_W_Bush_0311.jpg', 'Albert_Costa_0003.jpg']"
John_Ashcroft,Robert_Kocharian,"['John_Ashcroft_0018.jpg', 'Robert_Kocharian_0002.jpg']"
Allison_Janney,Spencer_Abraham,"['Allison_Janney_0002.jpg', 'Spencer_Abraham_0002.jpg']"
Colin_Powell,Wu_Yi,"['Colin_Powell_0156.jpg', 'Wu_Yi_0003.jpg']"
Robert_Stack,Roger_Federer,"['Robert_Stack_0002.jpg', 'Roger_Federer_0011.jpg']"
John_Edwards,Francis_Mer,"['John_Edwards_0004.jpg', 'Francis_Mer_0002.jpg']"
Colin_Powell,Laura_Bush,"['Colin_Powell_0150.jpg', 'Laura_Bush_0027.jpg']"
John_Kerry,Luiz_Inacio_Lula_da_Silva,"['John_Kerry_0010.jpg', 'Luiz_Inacio_Lula_da_Silva_0012.jpg']"
Bill_Gates,John_Allen_Muhammad,"['Bill_Gates_0010.jpg', 'John_Allen_Muhammad_0010.jpg']"
Jean_Chretien,Michael_Powell,"['Jean_Chretien_0004.jpg', 'Michael_Powell_0001.jpg']"
Jack_Straw,Ruben_Studdard,"['Jack_Straw_0002.jpg', 'Ruben_Studdard_0002.jpg']"
Don_Nickles,Paul_Sarbanes,"['Don_Nickles_0001.jpg', 'Paul_Sarbanes_0001.jpg']"
Jean_Chretien,Elizabeth_Dole,"['Jean_Chretien_0021.jpg', 'Elizabeth_Dole_0001.jpg']"
Hector_Babenco,Kim_Jong-Il,"['Hector_Babenco_0001.jpg', 'Kim_Jong-Il_0002.jpg']"
Jim_Edmonds,Lauren_Killian,"['Jim_Edmonds_0001.jpg', 'Lauren_Killian_0002.jpg']"
Annette_Bening,Jiri_Novak,"['Annette_Bening_0002.jpg', 'Jiri_Novak_0001.jpg']"
Kalpana_Chawla,Jason_Lezak,"['Kalpana_Chawla_0005.jpg', 'Jason_Lezak_0001.jpg']"
Lee_Hoi-chang,David_Caraway,"['Lee_Hoi-chang_0001.jpg', 'David_Caraway_0001.jpg']"
David_Hyde_Pierce,Tony_Blair,"['David_Hyde_Pierce_0002.jpg', 'Tony_Blair_0144.jpg']"
Gray_Davis,Atal_Bihari_Vajpayee,"['Gray_Davis_0011.jpg', 'Atal_Bihari_Vajpayee_0013.jpg']"
Luiz_Inacio_Lula_da_Silva,Naji_Sabri,"['Luiz_Inacio_Lula_da_Silva_0002.jpg', 'Naji_Sabri_0003.jpg']"
Jennifer_Capriati,Carlos_Quintanilla_Schmidt,"['Jennifer_Capriati_0020.jpg', 'Carlos_Quintanilla_Schmidt_0001.jpg']"
Conan_OBrien,Kofi_Annan,"['Conan_OBrien_0002.jpg', 'Kofi_Annan_0010.jpg']"
Kamal_Kharrazi,Vladimir_Putin,"['Kamal_Kharrazi_0006.jpg', 'Vladimir_Putin_0006.jpg']"
Andre_Agassi,Colin_Powell,"['Andre_Agassi_0011.jpg', 'Colin_Powell_0234.jpg']"
James_Kelly,Rudolph_Giuliani,"['James_Kelly_0010.jpg', 'Rudolph_Giuliani_0003.jpg']"
Michael_Chang,Mark_Philippoussis,"['Michael_Chang_0001.jpg', 'Mark_Philippoussis_0003.jpg']"
Salma_Hayek,Grant_Hackett,"['Salma_Hayek_0005.jpg', 'Grant_Hackett_0003.jpg']"
Herb_Sendek,Spencer_Abraham,"['Herb_Sendek_0002.jpg', 'Spencer_Abraham_0015.jpg']"
Bashar_Assad,Jackie_Chan,"['Bashar_Assad_0004.jpg', 'Jackie_Chan_0008.jpg']"
Luis_Gonzalez_Macchi,George_W_Bush,"['Luis_Gonzalez_Macchi_0005.jpg', 'George_W_Bush_0218.jpg']"
Ariel_Sharon,Jason_Alexander,"['Ariel_Sharon_0063.jpg', 'Jason_Alexander_0001.jpg']"
George_W_Bush,Richard_Armitage,"['George_W_Bush_0296.jpg', 'Richard_Armitage_0007.jpg']"
Gerhard_Schroeder,David_Beckham,"['Gerhard_Schroeder_0087.jpg', 'David_Beckham_0012.jpg']"
Mick_Jagger,Ricky_Martin,"['Mick_Jagger_0004.jpg', 'Ricky_Martin_0001.jpg']"
Gray_Davis,Ricardo_Lagos,"['Gray_Davis_0017.jpg', 'Ricardo_Lagos_0024.jpg']"
Brian_Wells,Donald_Rumsfeld,"['Brian_Wells_0002.jpg', 'Donald_Rumsfeld_0046.jpg']"
Stefano_Accorsi,Robinson_Stevenin,"['Stefano_Accorsi_0001.jpg', 'Robinson_Stevenin_0001.jpg']"
Alvaro_Uribe,Al_Pacino,"['Alvaro_Uribe_0023.jpg', 'Al_Pacino_0003.jpg']"
Fayssal_Mekdad,Edmund_Stoiber,"['Fayssal_Mekdad_0004.jpg', 'Edmund_Stoiber_0010.jpg']"
Fernando_Vargas,Charles_Taylor,"['Fernando_Vargas_0001.jpg', 'Charles_Taylor_0006.jpg']"
Eddy_Merckx,George_W_Bush,"['Eddy_Merckx_0002.jpg', 'George_W_Bush_0039.jpg']"
Nia_Vardalos,Uma_Thurman,"['Nia_Vardalos_0005.jpg', 'Uma_Thurman_0003.jpg']"
John_Paul_II,Carly_Fiorina,"['John_Paul_II_0007.jpg', 'Carly_Fiorina_0002.jpg']"
Britney_Spears,Ken_Macha,"['Britney_Spears_0003.jpg', 'Ken_Macha_0002.jpg']"
Atal_Bihari_Vajpayee,Mahmoud_Abbas,"['Atal_Bihari_Vajpayee_0009.jpg', 'Mahmoud_Abbas_0011.jpg']"
Hugo_Chavez,Vince_Carter,"['Hugo_Chavez_0041.jpg', 'Vince_Carter_0003.jpg']"
Tony_Blair,Tariq_Aziz,"['Tony_Blair_0011.jpg', 'Tariq_Aziz_0005.jpg']"
Jose_Sarney,Mireya_Moscoso,"['Jose_Sarney_0002.jpg', 'Mireya_Moscoso_0003.jpg']"
George_W_Bush,Hugo_Chavez,"['George_W_Bush_0227.jpg', 'Hugo_Chavez_0014.jpg']"
Princess_Aiko,Tony_Blair,"['Princess_Aiko_0002.jpg', 'Tony_Blair_0015.jpg']"
Donald_Rumsfeld,Allen_Iverson,"['Donald_Rumsfeld_0035.jpg', 'Allen_Iverson_0001.jpg']"
Orlando_Bloom,Luiz_Inacio_Lula_da_Silva,"['Orlando_Bloom_0003.jpg', 'Luiz_Inacio_Lula_da_Silva_0020.jpg']"
Colin_Powell,Abdullah_Gul,"['Colin_Powell_0053.jpg', 'Abdullah_Gul_0011.jpg']"
Chen_Shui-bian,Hans_Blix,"['Chen_Shui-bian_0001.jpg', 'Hans_Blix_0028.jpg']"
Tony_Blair,Mark_Philippoussis,"['Tony_Blair_0047.jpg', 'Mark_Philippoussis_0005.jpg']"
George_W_Bush,Arnold_Schwarzenegger,"['George_W_Bush_0461.jpg', 'Arnold_Schwarzenegger_0004.jpg']"
Ted_Maher,Jose_Viegas_Filho,"['Ted_Maher_0002.jpg', 'Jose_Viegas_Filho_0002.jpg']"
Denzel_Washington,Tony_Blair,"['Denzel_Washington_0004.jpg', 'Tony_Blair_0014.jpg']"
Andre_Agassi,Tommy_Franks,"['Andre_Agassi_0029.jpg', 'Tommy_Franks_0009.jpg']"
Aung_San_Suu_Kyi,Jean_Chretien,"['Aung_San_Suu_Kyi_0001.jpg', 'Jean_Chretien_0023.jpg']"
Hamid_Karzai,Tim_Allen,"['Hamid_Karzai_0003.jpg', 'Tim_Allen_0004.jpg']"
Tony_Blair,Drew_Barrymore,"['Tony_Blair_0016.jpg', 'Drew_Barrymore_0001.jpg']"
Hal_Gehman,Charles_Moose,"['Hal_Gehman_0002.jpg', 'Charles_Moose_0010.jpg']"
Intisar_Ajouri,Hamid_Karzai,"['Intisar_Ajouri_0003.jpg', 'Hamid_Karzai_0014.jpg']"
Jean_Chretien,Gerhard_Schroeder,"['Jean_Chretien_0010.jpg', 'Gerhard_Schroeder_0068.jpg']"
Roh_Moo-hyun,Stephen_Friedman,"['Roh_Moo-hyun_0021.jpg', 'Stephen_Friedman_0002.jpg']"
Diana_Munz,Tony_Blair,"['Diana_Munz_0003.jpg', 'Tony_Blair_0047.jpg']"
Renee_Zellweger,Thomas_Rupprath,"['Renee_Zellweger_0006.jpg', 'Thomas_Rupprath_0002.jpg']"
Jennifer_Garner,Christian_Longo,"['Jennifer_Garner_0001.jpg', 'Christian_Longo_0002.jpg']"
Shaukat_Aziz,Prince_Naruhito,"['Shaukat_Aziz_0002.jpg', 'Prince_Naruhito_0002.jpg']"
Yao_Ming,Jim_Furyk,"['Yao_Ming_0004.jpg', 'Jim_Furyk_0005.jpg']"
Hu_Jintao,Jacques_Rogge,"['Hu_Jintao_0007.jpg', 'Jacques_Rogge_0001.jpg']"
Ibrahim_Jaafari,Sally_Field,"['Ibrahim_Jaafari_0002.jpg', 'Sally_Field_0003.jpg']"
Franz_Muentefering,Chakib_Khelil,"['Franz_Muentefering_0002.jpg', 'Chakib_Khelil_0002.jpg']"
John_Negroponte,Costas_Simitis,"['John_Negroponte_0031.jpg', 'Costas_Simitis_0006.jpg']"
Mary-Kate_Olsen,Alvaro_Uribe,"['Mary-Kate_Olsen_0003.jpg', 'Alvaro_Uribe_0002.jpg']"
Prince_Claus,Jennifer_Capriati,"['Prince_Claus_0003.jpg', 'Jennifer_Capriati_0039.jpg']"
Bob_Colvin,Mike_Myers,"['Bob_Colvin_0002.jpg', 'Mike_Myers_0002.jpg']"
Nicholas_Tse,Vicente_Fox,"['Nicholas_Tse_0001.jpg', 'Vicente_Fox_0004.jpg']"
Hugo_Chavez,Jeremy_Greenstock,"['Hugo_Chavez_0014.jpg', 'Jeremy_Greenstock_0011.jpg']"
Holly_Hunter,Kofi_Annan,"['Holly_Hunter_0001.jpg', 'Kofi_Annan_0023.jpg']"
Saeb_Erekat,Colin_Powell,"['Saeb_Erekat_0001.jpg', 'Colin_Powell_0183.jpg']"
Lauren_Hutton,David_Nalbandian,"['Lauren_Hutton_0002.jpg', 'David_Nalbandian_0005.jpg']"
Gerhard_Schroeder,Don_Siegelman,"['Gerhard_Schroeder_0101.jpg', 'Don_Siegelman_0003.jpg']"
Oprah_Winfrey,George_W_Bush,"['Oprah_Winfrey_0004.jpg', 'George_W_Bush_0134.jpg']"
John_Swofford,Angelina_Jolie,"['John_Swofford_0003.jpg', 'Angelina_Jolie_0005.jpg']"
Jesse_James_Leija,Lee_Hoi-chang,"['Jesse_James_Leija_0002.jpg', 'Lee_Hoi-chang_0004.jpg']"
Bashar_Assad,George_W_Bush,"['Bashar_Assad_0002.jpg', 'George_W_Bush_0047.jpg']"
Tony_Blair,Laura_Bush,"['Tony_Blair_0112.jpg', 'Laura_Bush_0040.jpg']"
Jiang_Zemin,Jacques_Rogge,"['Jiang_Zemin_0010.jpg', 'Jacques_Rogge_0008.jpg']"
Amelie_Mauresmo,Gerry_Adams,"['Amelie_Mauresmo_0009.jpg', 'Gerry_Adams_0002.jpg']"
Vladimir_Putin,Juan_Carlos_Ferrero,"['Vladimir_Putin_0026.jpg', 'Juan_Carlos_Ferrero_0016.jpg']"
Kofi_Annan,Elton_John,"['Kofi_Annan_0028.jpg', 'Elton_John_0003.jpg']"
Abel_Pacheco,Norah_Jones,"['Abel_Pacheco_0004.jpg', 'Norah_Jones_0002.jpg']"
Ricardo_Sanchez,Clint_Eastwood,"['Ricardo_Sanchez_0005.jpg', 'Clint_Eastwood_0004.jpg']"
David_Kelley,Leander_Paes,"['David_Kelley_0001.jpg', 'Leander_Paes_0002.jpg']"
Catherine_Zeta-Jones,Brendan_Hansen,"['Catherine_Zeta-Jones_0005.jpg', 'Brendan_Hansen_0002.jpg']"
Sean_OKeefe,Hans_Blix,"['Sean_OKeefe_0001.jpg', 'Hans_Blix_0004.jpg']"
Duane_Lee_Chapman,Marco_Antonio_Barrera,"['Duane_Lee_Chapman_0001.jpg', 'Marco_Antonio_Barrera_0005.jpg']"
Bertrand_Bonello,Michael_Chiklis,"['Bertrand_Bonello_0002.jpg', 'Michael_Chiklis_0003.jpg']"
Gerhard_Schroeder,Sheila_Wellstone,"['Gerhard_Schroeder_0012.jpg', 'Sheila_Wellstone_0002.jpg']"
Jennifer_Garner,Christopher_Patten,"['Jennifer_Garner_0009.jpg', 'Christopher_Patten_0002.jpg']"
Tony_Blair,Charles_Bronson,"['Tony_Blair_0124.jpg', 'Charles_Bronson_0002.jpg']"
Julie_Gerberding,Rick_Carlisle,"['Julie_Gerberding_0004.jpg', 'Rick_Carlisle_0004.jpg']"
Luke_Walton,Hugo_Chavez,"['Luke_Walton_0002.jpg', 'Hugo_Chavez_0070.jpg']"
Leonardo_DiCaprio,Recep_Tayyip_Erdogan,"['Leonardo_DiCaprio_0004.jpg', 'Recep_Tayyip_Erdogan_0022.jpg']"
Brendan_Hansen,Winona_Ryder,"['Brendan_Hansen_0002.jpg', 'Winona_Ryder_0020.jpg']"
Jon_Gruden,Britney_Spears,"['Jon_Gruden_0005.jpg', 'Britney_Spears_0014.jpg']"
Tariq_Aziz,Halle_Berry,"['Tariq_Aziz_0003.jpg', 'Halle_Berry_0013.jpg']"
Ann_Veneman,Jean-Sebastien_Giguere,"['Ann_Veneman_0007.jpg', 'Jean-Sebastien_Giguere_0001.jpg']"
Megawati_Sukarnoputri,John_Paul_II,"['Megawati_Sukarnoputri_0029.jpg', 'John_Paul_II_0010.jpg']"
Vojislav_Kostunica,James_Blake,"['Vojislav_Kostunica_0004.jpg', 'James_Blake_0012.jpg']"
George_Robertson,Abdoulaye_Wade,"['George_Robertson_0017.jpg', 'Abdoulaye_Wade_0001.jpg']"
George_W_Bush,Tony_Blair,"['George_W_Bush_0206.jpg', 'Tony_Blair_0133.jpg']"
Gerry_Adams,Juan_Pablo_Montoya,"['Gerry_Adams_0001.jpg', 'Juan_Pablo_Montoya_0002.jpg']"
Pervez_Musharraf,Colin_Powell,"['Pervez_Musharraf_0013.jpg', 'Colin_Powell_0167.jpg']"
Wolfgang_Schuessel,Wen_Jiabao,"['Wolfgang_Schuessel_0004.jpg', 'Wen_Jiabao_0003.jpg']"
Emmit_Smith,Andre_Agassi,"['Emmit_Smith_0002.jpg', 'Andre_Agassi_0028.jpg']"
Andre_Agassi,Chuck_Yeager,"['Andre_Agassi_0001.jpg', 'Chuck_Yeager_0001.jpg']"
LeAnn_Rimes,Stefano_Accorsi,"['LeAnn_Rimes_0002.jpg', 'Stefano_Accorsi_0002.jpg']"
Meryl_Streep,Jean_Charest,"['Meryl_Streep_0003.jpg', 'Jean_Charest_0015.jpg']"
Greg_Rusedski,Tony_Blair,"['Greg_Rusedski_0004.jpg', 'Tony_Blair_0102.jpg']"
George_W_Bush,Ricardo_Lagos,"['George_W_Bush_0193.jpg', 'Ricardo_Lagos_0011.jpg']"
Al_Davis,Catherine_Deneuve,"['Al_Davis_0002.jpg', 'Catherine_Deneuve_0001.jpg']"
Fayssal_Mekdad,Christine_Gregoire,"['Fayssal_Mekdad_0003.jpg', 'Christine_Gregoire_0001.jpg']"
